salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
51146,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO7076128836,10-4020-000505,30051,284.0,1,888,888,5,18825.0,37647Vi97795,,49685.6585,5454.3815,1704.4942,56844.5342,,ba20c3e3-f184-40c0-a418-dcdfe5b6b97c,2013-06-06
51147,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO9831167474,10-4020-000081,29704,279.0,5,917,917,5,17902.0,107648Vi92831,,57068.3685,5481.5535,1712.9855,64262.9075,,a84c23ae-05cf-42f1-b0fa-5c4792c0374c,2013-06-06
51148,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO6612158387,10-4020-000110,30070,280.0,1,845,845,5,15177.0,127660Vi78559,,41100.9587,4466.3765,1395.7427,46963.0779,,2203762c-e059-4910-a72c-930abf57f4eb,2013-06-06
51149,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO6235137860,10-4020-000431,29533,277.0,3,801,801,5,2337.0,27661Vi12181,,6768.216,648.2003,202.5626,7618.9789,,addf1f71-1e27-47e4-a28f-a0b44e90452b,2013-06-06
51150,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO8004129956,10-4020-000231,29595,286.0,9,417,417,5,16065.0,127662Vi83057,8400.0,26328.5293,2915.7657,911.1768,30155.4718,,d23fef6c-9581-475b-915c-756ce1d44bb5,2013-06-06
51151,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO8787179219,10-4020-000523,29783,276.0,3,1075,1075,5,5868.0,127663Vi30612,,64785.1613,6269.9019,1959.3443,73014.4075,,906658ac-19a9-431d-8d6a-159fc41db3d5,2013-06-06
51152,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO6032186778,10-4020-000177,29656,286.0,9,414,414,5,8342.0,117667Vi43213,8400.0,9150.3819,961.0935,300.3417,10411.8171,,88c601c7-728f-43e9-8977-e32ef8f9b7f8,2013-06-06
51153,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO5626119823,10-4020-000166,29646,275.0,4,578,578,5,13054.0,97668Vi67566,,90421.7887,8835.1327,2760.979,102017.9004,,ea46bcda-6bb4-4547-a195-c8b215f03f83,2013-06-06
51154,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO7859157852,10-4020-000221,29992,281.0,4,1024,1024,5,7176.0,107687Vi37251,,54253.0364,5209.6429,1628.0134,61090.6927,,d38f34c0-3ed5-4d1f-9c6b-51ab0e65da0a,2013-06-06
51155,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO4524147322,10-4020-000482,29894,288.0,8,741,741,5,9949.0,87691Vi51173,8404.0,33802.11,3249.069,1015.3341,38066.5131,,51b3b5ae-0f61-4ee2-9635-e01af175d4e6,2013-06-06
51156,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO4930142451,10-4020-000425,29879,289.0,6,515,515,5,11984.0,47694Vi61932,8402.0,3809.3904,362.0731,113.1478,4284.6113,,a195eef9-3180-424f-a3a2-eb45e59bc525,2013-06-06
51157,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO3828155781,10-4020-000414,29658,277.0,2,800,800,5,1912.0,87696Vi9920,,50576.574,4875.026,1523.4456,56975.0456,,53b43c4c-ddb7-477c-84fe-067ee1946900,2013-06-06
51158,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO3741166917,10-4020-000404,29520,279.0,5,952,952,5,4983.0,47697Vi26101,,2510.184,241.5163,75.4738,2827.1741,,7663d43c-e0a7-455d-abd2-3caa5427df1d,2013-06-06
51159,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO5394186744,10-4020-000094,29920,275.0,4,570,570,5,19043.0,107704Vi98944,,484.632,46.2556,14.4549,545.3425,,68dd1e06-3de3-4f2a-bc2a-dc927f10dbac,2013-06-06
51160,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO4495157262,10-4020-000496,30048,289.0,6,526,526,5,14928.0,97708Vi77341,8402.0,98630.2745,9582.4368,2994.5115,111207.2228,,f2e25871-b48b-4b85-bdcf-b53733adf0b6,2013-06-06
51161,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO4872158555,10-4020-000086,29634,288.0,8,719,719,5,2847.0,117710Vi14813,8404.0,5619.4119,615.8433,192.451,6427.7062,,9e04c279-f592-44ff-b150-350d5400a5ae,2013-06-06
51162,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO4176153007,10-4020-000458,30084,279.0,5,958,958,5,2519.0,107720Vi13146,,356.898,35.2139,11.0044,403.1163,,a603d691-fdd5-43ec-ae14-43808c3373d1,2013-06-06
51163,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO5075131076,10-4020-000344,29606,283.0,1,871,871,5,14612.0,47726Vi75759,,323.994,31.1034,9.7198,364.8172,,aba7c5d7-ecd2-4d01-a2de-976ed43b5f86,2013-06-06
51164,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO1421153638,10-4020-000325,30018,284.0,1,868,9,5,17239.0,17730Vi89471,,700.3924,65.6093,20.5029,786.5046,,fd5ef4cc-d71f-4cb4-b01c-68bed6fbb240,2013-06-06
51165,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO2436165847,10-4020-000241,29871,276.0,4,1029,1029,5,17174.0,107732Vi89124,,5497.4401,646.869,202.1466,6346.4557,,fe4039cd-e782-4027-b8d3-587f6a98c0fb,2013-06-06
51166,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO1682165227,10-4020-000572,29745,288.0,8,746,746,5,8579.0,17738Vi44368,8404.0,72.162,7.12,2.225,81.507,,3d8f8ca3-6ba8-4a94-b5b3-9581d942b12d,2013-06-06
51167,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO1479166386,10-4020-000673,29826,276.0,1,1101,1101,5,13699.0,87743Vi70980,,1037.154,102.3325,31.9789,1171.4654,,a526d474-77b2-429a-9495-98f1be3f616c,2013-06-06
51168,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO3509110394,10-4020-000139,29795,290.0,7,682,682,5,8672.0,87951Vi44761,8404.0,23566.0588,2267.3663,708.552,26541.9771,,7e3ea140-47f3-4734-a01d-9585a416821a,2013-06-06
51169,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO5452173982,10-4020-000320,29589,288.0,8,732,732,5,17164.0,118178Vi89085,8404.0,62654.9612,7125.0667,2226.5833,72006.6112,,27e8c68e-cd9b-4eda-a5b2-b0eeeab811af,2013-06-06
51170,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO5423111367,10-4020-000639,29837,287.0,8,750,750,5,11888.0,58179Vi61420,8404.0,3711.966,364.4545,113.892,4190.3125,,c47bc01f-0f79-449c-9e0d-0d250161fb10,2013-06-06
51171,9,2013-05-30,2013-06-11,2013-06-06,5,False,PO5423136208,10-4020-000639,29837,288.0,8,750,750,5,11888.0,58233Vi61420,8404.0,3792.4308,329.2066,102.877,4224.5144,,bf891f6d-8c11-4b88-85a6-4e2ce7624bdf,2013-06-06
51172,9,2013-05-30,2013-06-11,2013-06-06,5,False,PO5916165378,10-4020-000392,29679,288.0,8,736,736,5,1039.0,128302Vi5185,8404.0,2636.688,236.1212,73.7879,2946.5971,,61356e93-c449-4850-b3d6-ab661c91da8b,2013-06-06
51173,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO9454111469,10-4020-000591,29648,286.0,9,437,437,5,16805.0,48639Vi87037,8400.0,1243.3033,163.2292,51.0091,1457.5416,,4c171c60-64d7-4de5-911a-3c8b6640d7aa,2013-06-06
51174,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO9367112207,10-4020-000664,29829,286.0,9,442,442,5,12371.0,88751Vi63984,8400.0,283.9489,36.3455,11.358,331.6524,,9cdadf6a-aa44-4d74-a4da-b6f2f086aa2c,2013-06-06
51175,8,2013-05-30,2013-06-11,2013-06-06,5,False,PO9947150647,10-4020-000603,29849,279.0,5,977,977,5,1402.0,98791Vi7192,,21.576,1.8699,0.5844,24.0303,,0c60dcf2-1e77-4069-a196-3cdca9068797,2013-06-06
51176,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-018239,18239,,9,21034,21034,1,7115.0,716058Vi36904,8400.0,2452.34,196.1872,61.3085,2709.8357,,cdae285d-b9df-4379-a4e3-d0cd7f2e4bfe,2013-06-06
51177,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-027873,27873,,9,21242,21242,1,8781.0,916349Vi45338,8400.0,1249.84,99.9872,31.246,1381.0732,,1c527540-0cc9-4e21-88ae-99cae79a7337,2013-06-06
51178,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-011245,11245,,8,24678,24678,1,3760.0,216547Vi19810,,2334.97,186.7976,58.3743,2580.1419,,968b58f6-8ca8-4163-b3e0-14c386e8dfd6,2013-06-06
51179,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-022430,22430,,7,18461,18461,1,744.0,220147Vi3817,,2638.94,211.1152,65.9735,2916.0287,,c33466e3-4bc2-491e-8d29-4f03a2c3d946,2013-06-06
51180,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-016313,16313,,8,12237,12237,1,16046.0,820164Vi82960,,2542.31,203.3848,63.5578,2809.2526,,7ffe4ecc-5ffa-4efc-bede-f338cd35e2f1,2013-06-06
51181,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-012132,12132,,7,29716,29716,1,,,,2514.93,201.1944,62.8733,2778.9977,,ff0302c4-fc32-4c6a-b9aa-f2c6f434ead7,2013-06-06
51182,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-022998,22998,,6,28144,28144,1,2975.0,635052Vi15581,8402.0,1750.98,140.0784,43.7745,1934.8329,,04ec1799-879d-49b5-b74d-2b4e66d7172b,2013-06-06
51183,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-020662,20662,,1,12618,12618,1,11454.0,135055Vi59069,,1750.98,140.0784,43.7745,1934.8329,,50e493c5-9044-46d8-b865-34b7dc58c62f,2013-06-06
51184,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-011263,11263,,1,17526,17526,1,4164.0,537394Vi21854,,2394.97,191.5976,59.8743,2646.4419,,71a1240e-00a6-4a6c-8060-ca625a06fe8b,2013-06-06
51185,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-027767,27767,,8,27933,27933,1,18437.0,337952Vi95776,,776.33,62.1064,19.4083,857.8447,,b361b959-cecc-4fa0-9732-1d59ad840cbe,2013-06-06
51186,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-024339,24339,,4,29593,29593,1,,,,2384.07,190.7256,59.6018,2634.3974,,d3702cdf-ac59-4665-a319-dfe24350da57,2013-06-06
51187,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-022261,22261,,4,25983,25983,1,16708.0,1241172Vi86539,,561.48,44.9184,14.037,620.4354,,59f6386a-abbf-4a4b-a02c-121db045ace0,2013-06-06
51188,8,2013-05-30,2013-06-11,2013-06-06,5,True,,10-4030-012657,12657,,8,15076,15076,1,7741.0,842267Vi40064,,539.99,43.1992,13.4998,596.689,,2386a676-a786-4625-893b-a47a524abd40,2013-06-06
51189,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-016688,16688,,9,19474,19474,1,4476.0,816056Vi23459,8411.0,2502.83,200.2264,62.5708,2765.6272,,8f343ae2-696b-47d9-99c3-becc0f98fb32,2013-06-07
51190,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-020824,20824,,10,29343,29343,1,,,8416.0,1729.97,138.3976,43.2493,1911.6169,,c775e22d-fad0-4a80-a5d5-3786c610dcdc,2013-06-07
51191,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-012390,12390,,8,25344,25344,1,2365.0,719210Vi12295,,2344.96,187.5968,58.624,2591.1808,,96efbba5-0145-4025-8f9f-0eed56ca7b08,2013-06-07
51192,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-011241,11241,,7,11456,11456,1,12125.0,520272Vi62683,,2329.98,186.3984,58.2495,2574.6279,,38305799-c8d9-4b4d-8e04-300b884ab2e6,2013-06-07
51193,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-011020,11020,,6,26214,26214,1,3686.0,1037740Vi19481,8413.0,2316.97,185.3576,57.9243,2560.2519,,e16ff206-5734-4e21-98ca-8f02cfe27692,2013-06-07
51194,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-011089,11089,,4,12982,12982,1,18357.0,1037747Vi95400,,2351.96,188.1568,58.799,2598.9158,,91b0e779-7910-48bb-8784-3ade6596f7a3,2013-06-07
51195,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-014066,14066,,9,25919,25919,1,12041.0,1238111Vi62257,8411.0,804.47,64.3576,20.1118,888.9394,,ae1f68f7-68d7-4260-80bb-7f3dad356378,2013-06-07
51196,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-018906,18906,,9,16147,16147,1,5728.0,439136Vi29988,8411.0,638.95,51.116,15.9738,706.0398,,6e5983d9-21cf-4500-a5bf-bb14656959f4,2013-06-07
51197,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-011448,11448,,9,14781,14781,1,10041.0,639470Vi51713,8411.0,2318.96,185.5168,57.974,2562.4508,,6067b94a-80cc-43cc-a038-1dca9c3e3374,2013-06-07
51198,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-011006,11006,,9,15264,15264,1,5054.0,939514Vi26471,8411.0,2334.97,186.7976,58.3743,2580.1419,,339a9926-1825-4424-b430-f223d53e7d77,2013-06-07
51199,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-021440,21440,,4,24051,24051,1,9826.0,241134Vi50623,,562.96,45.0368,14.074,622.0708,,53c2c0f1-e509-4b04-a433-8f298ca44b69,2013-06-07
51200,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-022687,22687,,10,22694,22694,1,13326.0,841864Vi69113,8416.0,1155.48,92.4384,28.887,1276.8054,,afbee970-4d9a-4155-b112-cd8d759a64ff,2013-06-07
51201,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-027820,27820,,10,29170,29170,1,,,8416.0,2419.06,193.5248,60.4765,2673.0613,,cf948fd3-7b0a-4113-b2f3-30fb3914301b,2013-06-07
51202,8,2013-05-31,2013-06-12,2013-06-07,5,True,,10-4030-026864,26864,,8,28965,28965,1,17305.0,1242943Vi89870,,1268.84,101.5072,31.721,1402.0682,,bc7b6eff-38a6-44e7-b3e1-483c24ca211a,2013-06-07
51203,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-018208,18208,,9,25484,25484,1,5011.0,716042Vi26255,8422.0,2457.33,196.5864,61.4333,2715.3497,,780fc35f-8012-49c0-a665-219d7b78da6a,2013-06-08
51204,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-013519,13519,,9,23002,23002,1,1522.0,916051Vi7818,8422.0,2443.35,195.468,61.0838,2699.9018,,ed194206-145b-457c-ab88-76e0d546d69e,2013-06-08
51205,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011240,11240,,10,23429,23429,1,4428.0,816548Vi23273,8427.0,2369.96,189.5968,59.249,2618.8058,,f3b62474-e318-4cff-b0cd-97add37cdde5,2013-06-08
51206,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011400,11400,,10,17631,17631,1,8486.0,316553Vi43879,8427.0,2318.96,185.5168,57.974,2562.4508,,60ec0fa3-6138-4873-8d8b-8b2c14b72d93,2013-06-08
51207,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011338,11338,,8,27429,27429,1,17809.0,1119961Vi92416,,2369.96,189.5968,59.249,2618.8058,,b99e9d0c-77ba-4c3f-9b10-1a0a7cbcbec6,2013-06-08
51208,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-023234,23234,,8,27093,27093,1,10266.0,1220174Vi52985,,2478.34,198.2672,61.9585,2738.5657,,11b0275e-c75d-469d-9fd8-27351d0a0115,2013-06-08
51209,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-013059,13059,,4,29594,29594,1,,,,646.45,51.716,16.1613,714.3273,,0b36b579-1a35-4d72-a082-e414ccbb1835,2013-06-08
51210,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011261,11261,,4,18451,18451,1,10024.0,837393Vi51605,,2329.98,186.3984,58.2495,2574.6279,,1bf5137d-a475-4b92-b363-38be2ce1c10e,2013-06-08
51211,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-013841,13841,,10,21709,21709,1,7295.0,737632Vi37852,8427.0,751.34,60.1072,18.7835,830.2307,,09a03892-41e1-4885-967f-bd42d77cb87c,2013-06-08
51212,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-024604,24604,,9,13438,13438,1,7767.0,338601Vi40226,8422.0,1238.45,99.076,30.9613,1368.4873,,f16a7e10-0e10-4490-9e8a-78f6d621f812,2013-06-08
51213,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-028202,28202,,9,19561,19561,1,5232.0,139091Vi27356,8422.0,2419.06,193.5248,60.4765,2673.0613,,4a073020-5aeb-4539-99bb-cd64b6cdd54a,2013-06-08
51214,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-019765,19765,,9,20256,20256,1,16373.0,1139104Vi84660,8422.0,553.97,44.3176,13.8493,612.1369,,df8e7188-43f5-4ef8-8020-466e77913ca2,2013-06-08
51215,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011108,11108,,9,19596,19596,1,2633.0,739461Vi13688,8422.0,2329.99,186.3992,58.2498,2574.639,,db8268d2-1ac1-48f9-acd5-bd676b2f7add,2013-06-08
51216,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011117,11117,,9,29632,29632,1,,,8422.0,2365.94,189.2752,59.1485,2614.3637,,9c294cc5-4777-44e1-a5aa-73e93d34303f,2013-06-08
51217,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011449,11449,,9,13783,13783,1,18835.0,739472Vi97852,8422.0,2362.27,188.9816,59.0568,2610.3084,,a42afca6-8131-44e6-866f-456b28a981a7,2013-06-08
51218,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-011943,11943,,9,21230,21230,1,13604.0,1239575Vi70512,8422.0,539.99,43.1992,13.4998,596.689,,898dad54-982f-4c2d-865b-a476823d9ad9,2013-06-08
51219,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-025086,25086,,4,28912,28912,1,5625.0,539789Vi29446,,1308.31,104.6648,32.7078,1445.6826,,b2ce0c7a-67aa-4a14-a1d9-1bf70ebebee0,2013-06-08
51220,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-021575,21575,,4,15655,15655,1,6099.0,541471Vi31728,,548.98,43.9184,13.7245,606.6229,,1e63a526-219a-4ef2-9563-253b8488ae4b,2013-06-08
51221,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-012130,12130,,8,14047,14047,1,13329.0,1141862Vi69123,,1183.47,94.6776,29.5868,1307.7344,,c9287ed0-5ab9-495d-8525-aeda67771d03,2013-06-08
51222,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-025641,25641,,10,26923,26923,1,10892.0,842265Vi56176,8427.0,561.48,44.9184,14.037,620.4354,,6152f268-1623-452c-8ea9-d9d76c71b79f,2013-06-08
51223,8,2013-06-01,2013-06-13,2013-06-08,5,True,,10-4030-026826,26826,,8,24219,24219,1,3695.0,542983Vi19510,,1237.82,99.0256,30.9455,1367.7911,,60ae6a64-ca8d-456b-b14e-90d1b826ef86,2013-06-08
51224,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011345,11345,,7,22818,22818,1,16878.0,416557Vi87502,,2354.99,188.3992,58.8748,2602.264,,935381d7-d0c2-46ce-a5e1-e1dd2349526f,2013-06-09
51225,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-020982,20982,,10,20017,20017,1,6490.0,1119160Vi33690,8438.0,1763.97,141.1176,44.0993,1949.1869,,2bf31be7-c15a-412f-b5e0-c3a6409f5924,2013-06-09
51226,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-022822,22822,,10,13958,13958,1,15772.0,1220139Vi81541,8438.0,2475.95,198.076,61.8988,2735.9248,,4d071999-6afe-445a-ac09-2694e5d1d93b,2013-06-09
51227,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-025793,25793,,8,16293,16293,1,9799.0,1220140Vi50488,,2479.94,198.3952,61.9985,2740.3337,,88f93be0-7279-43f4-a1a1-9656a0be7250,2013-06-09
51228,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011402,11402,,7,21158,21158,1,14105.0,1220277Vi73157,,2398.95,191.916,59.9738,2650.8398,,2d22ad8c-e44c-4867-8c76-44e12266a5a1,2013-06-09
51229,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-020038,20038,,4,12607,12607,1,16768.0,936309Vi86836,,2443.35,195.468,61.0838,2699.9018,,45fc4bf6-bfa7-468d-80f3-f4013355e815,2013-06-09
51230,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011292,11292,,4,13398,13398,1,12120.0,537367Vi62652,,2331.95,186.556,58.2988,2576.8048,,8c31c4d7-a092-4e7c-9d2b-f8bfc5917979,2013-06-09
51231,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011257,11257,,4,16785,16785,1,13775.0,537391Vi71412,,2297.28,183.7824,57.432,2538.4944,,7837613e-973d-4d98-933e-b6c7708e9f9d,2013-06-09
51232,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011615,11615,,10,29603,29603,1,,,8438.0,777.34,62.1872,19.4335,858.9607,,d192a44e-b02d-44fc-9f54-1b3bf8732aa5,2013-06-09
51233,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-018467,18467,,9,19291,19291,1,9547.0,138492Vi49197,8433.0,1700.99,136.0792,42.5248,1879.594,,fc497d42-6853-4102-8194-468941703e6d,2013-06-09
51234,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-028204,28204,,9,29518,29518,1,,,8433.0,2419.06,193.5248,60.4765,2673.0613,,c8b8897e-db4f-4933-8d29-87e6eabf1ff9,2013-06-09
51235,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011105,11105,,9,24502,24502,1,18919.0,839458Vi98284,8433.0,2294.99,183.5992,57.3748,2535.964,,b270fb60-8611-4d61-b91a-5c2a18dc056f,2013-06-09
51236,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011106,11106,,9,14545,14545,1,5910.0,839459Vi30852,8433.0,2294.99,183.5992,57.3748,2535.964,,3b9e6003-c4b4-4eaa-b817-9f16a51434aa,2013-06-09
51237,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011061,11061,,9,27307,27307,1,8926.0,639478Vi46013,8433.0,2369.96,189.5968,59.249,2618.8058,,98ea0806-3abf-41a3-8c6a-71b862f00572,2013-06-09
51238,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011002,11002,,9,20336,20336,1,1416.0,1139479Vi7270,8433.0,2294.99,183.5992,57.3748,2535.964,,baa3e0ec-c5c8-4ea4-a548-193da5051132,2013-06-09
51239,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-011076,11076,,9,13192,13192,1,6753.0,139488Vi35121,8433.0,2374.98,189.9984,59.3745,2624.3529,,09aa3aff-f761-447f-9f4d-966a358ee087,2013-06-09
51240,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-023859,23859,,6,20749,20749,1,16573.0,841139Vi85830,8435.0,574.98,45.9984,14.3745,635.3529,,83903c8b-c550-4a04-a544-68aadc679939,2013-06-09
51241,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-021600,21600,,4,17798,17798,1,7979.0,1141476Vi41338,,563.77,45.1016,14.0943,622.9659,,e9bd8aee-970d-4eba-b4e6-020798be80cf,2013-06-09
51242,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-019225,19225,,4,23178,23178,1,11111.0,1241510Vi57305,,1218.98,97.5184,30.4745,1346.9729,,d995ef70-be2a-4b82-9df6-ea533d197fb4,2013-06-09
51243,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-025609,25609,,10,16072,16072,1,10534.0,1142263Vi54278,8438.0,565.47,45.2376,14.1368,624.8444,,b156d97c-b78e-482e-b90a-e4bbc650e603,2013-06-09
51244,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-029355,29355,,8,16662,16662,1,16658.0,342271Vi86268,,567.76,45.4208,14.194,627.3748,,6d74fec0-a515-49f4-b7e4-0107a93b347e,2013-06-09
51245,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-012124,12124,,7,27575,27575,1,19192.0,642719Vi99723,,2428.05,194.244,60.7013,2682.9953,,b629712c-1fb5-4bf4-9b90-ffd914d0d1de,2013-06-09
51246,8,2013-06-02,2013-06-14,2013-06-09,5,True,,10-4030-025625,25625,,8,26471,26471,1,12427.0,142721Vi64281,,2433.04,194.6432,60.826,2688.5092,,587bf7ae-e308-48c1-9ac1-a7c2d00e2d11,2013-06-09
51247,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-011249,11249,,8,16326,16326,1,18587.0,716558Vi96611,,2309.97,184.7976,57.7493,2552.5169,,67467cae-ac0f-4732-b014-5e384e852dcf,2013-06-10
51248,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-012307,12307,,7,18422,18422,1,8638.0,519826Vi44592,,2443.35,195.468,61.0838,2699.9018,,8dd17649-a954-4f9b-b757-d37f9d4905f1,2013-06-10
51249,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-011334,11334,,10,20502,20502,1,4342.0,919999Vi22779,8449.0,2334.97,186.7976,58.3743,2580.1419,,5f8d68ca-28d4-4fb3-99a4-dc2446810787,2013-06-10
51250,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-019360,19360,,10,23037,23037,1,6785.0,620141Vi35357,8449.0,2511.32,200.9056,62.783,2775.0086,,028c491f-2173-4e3a-b08a-4d25bc2e88cc,2013-06-10
51251,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-011433,11433,,7,18120,18120,1,330.0,220169Vi1657,,2443.35,195.468,61.0838,2699.9018,,b1a0012a-9757-4508-b30c-19156f5174a4,2013-06-10
51252,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-015551,15551,,1,17287,17287,1,10906.0,736276Vi56242,,592.27,47.3816,14.8068,654.4584,,0fe371a1-36d8-4e8e-9044-449b817727ae,2013-06-10
51253,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-022785,22785,,6,22445,22445,1,9842.0,1036308Vi50718,8446.0,2451.3,196.104,61.2825,2708.6865,,2582aa38-d969-48b2-b7ed-eea043327956,2013-06-10
51254,8,2013-06-03,2013-06-15,2013-06-10,5,True,,10-4030-020180,20180,,4,12043,12043,1,15826.0,1136312Vi81812,,2487.89,199.0312,62.1973,2749.1185,,01aaf95f-de97-4364-99c1-a6c2f07138ee,2013-06-10
